tweet_id;label;task;task_num;event
768078331560493056;0;before;1;creamfields
767706206924316672;0;before;1;creamfields
767058402472255489;0;before;1;creamfields
764932541925171201;0;before;1;creamfields
768554742905708544;1;before;1;creamfields
704710613352783874;1;before;1;creamfields
766778839745912833;1;before;1;creamfields
767289010733588480;1;before;1;creamfields
768468157623332868;1;before;1;creamfields
765907567298183168;1;before;1;creamfields
768444361122181120;0;before;1;creamfields
768125022317731841;1;before;1;creamfields
765874630418698240;0;before;1;creamfields
767820510721875968;0;before;1;creamfields
768383090616111108;1;before;1;creamfields
767812603024408576;0;before;1;creamfields
765668229750595584;0;before;1;creamfields
768527325440962560;1;before;1;creamfields
766034329579446272;1;before;1;creamfields
768195757652533249;0;before;1;creamfields
742416950513573888;1;before;1;creamfields
764925892011421699;1;before;1;creamfields
768215940005847040;1;before;1;creamfields
768539487811018752;0;before;1;creamfields
767689918038601728;1;before;1;creamfields
764902454022512640;0;before;1;creamfields
765592403734622208;0;before;1;creamfields
766670591076208645;0;before;1;creamfields
765896573188448257;1;before;1;creamfields
766283788380938240;0;before;1;creamfields
764880925922590720;1;before;1;creamfields
768503944826028032;1;before;1;creamfields
765645874890477568;1;before;1;creamfields
768391017716416517;1;before;1;creamfields
765071662605799424;1;before;1;creamfields
768541686532284416;0;before;1;creamfields
767758144915312640;1;before;1;creamfields
768138204268683266;1;before;1;creamfields
765655931933843456;0;before;1;creamfields
767501050064633856;0;before;1;creamfields
768560157240483840;1;before;1;creamfields
765109212888363009;0;before;1;creamfields
767639080154886144;0;before;1;creamfields
767026683782242304;0;before;1;creamfields
768156369321091072;0;before;1;creamfields
765857429867360256;0;before;1;creamfields
765228128700628992;0;before;1;creamfields
767337863155449856;0;before;1;creamfields
768451867303174144;0;before;1;creamfields
765275131690291200;0;before;1;creamfields
767789939765501952;0;before;1;creamfields
766683428989337600;0;before;1;creamfields
768434006358650880;0;before;1;creamfields
733545528454045697;1;before;1;creamfields
768479213510877184;0;before;1;creamfields
767676521670639616;1;before;1;creamfields
706554780345372673;1;before;1;creamfields
768465683885748224;1;before;1;creamfields
768562970112757760;0;before;1;creamfields
767665908944932864;1;before;1;creamfields
765267356847407104;0;before;1;creamfields
766271304160972800;1;before;1;creamfields
766816541941854208;0;before;1;creamfields
768182894569271296;0;before;1;creamfields
767127417580314624;1;before;1;creamfields
768384226169352192;1;before;1;creamfields
765264427566366720;0;before;1;creamfields
767313041113411584;0;before;1;creamfields
767828913925951488;0;before;1;creamfields
768524593518829569;0;before;1;creamfields
768469941490159616;0;before;1;creamfields
766354912527716353;1;before;1;creamfields
767304126900400128;1;before;1;creamfields
767457886297522176;0;before;1;creamfields
768167483677245440;0;before;1;creamfields
767283451728912384;0;before;1;creamfields
768518022726377472;1;before;1;creamfields
766910253308993536;1;before;1;creamfields
765850388604026881;0;before;1;creamfields
766020537717972992;0;before;1;creamfields
766938806322864128;0;before;1;creamfields
767305064822239232;0;before;1;creamfields
765935076236550144;0;before;1;creamfields
766960065593171969;1;before;1;creamfields
768215174004211712;1;before;1;creamfields
765584444757536770;0;before;1;creamfields
768172022522347520;0;before;1;creamfields
767398736859463680;1;before;1;creamfields
766669649710833664;0;before;1;creamfields
766287932869271552;1;before;1;creamfields
765214014062362624;0;before;1;creamfields
768156808322121728;0;before;1;creamfields
767125368805400580;0;before;1;creamfields
767834386033156097;1;before;1;creamfields
766348528469803009;1;before;1;creamfields
764914207980740608;1;before;1;creamfields
768071871321534464;1;before;1;creamfields
766174627961905152;1;before;1;creamfields
768134047235178496;0;before;1;creamfields
766956291906502660;1;before;1;creamfields
767027999136964608;0;before;1;creamfields
767823666876932097;0;before;1;creamfields
767071764224565248;1;before;1;creamfields
768226105123807232;0;before;1;creamfields
768231940843573248;1;before;1;creamfields
767711017036120064;1;before;1;creamfields
767820232354299904;0;before;1;creamfields
768193738342559744;1;before;1;creamfields
768134012028289024;1;before;1;creamfields
768170164374343680;1;before;1;creamfields
767796192738680832;1;before;1;creamfields
765560868671221760;0;before;1;creamfields
768139600472711169;1;before;1;creamfields
768155285882109952;1;before;1;creamfields
765478675106107392;0;before;1;creamfields
767711845377531904;1;before;1;creamfields
765545544009809921;0;before;1;creamfields
765941892760600577;0;before;1;creamfields
765211650727223296;0;before;1;creamfields
767636522220843008;1;before;1;creamfields
768535217258827776;1;before;1;creamfields
766981434540191745;0;before;1;creamfields
766590992585818112;0;before;1;creamfields
765184209187110912;1;before;1;creamfields
765204635804205057;0;before;1;creamfields
766294976837935104;0;before;1;creamfields
765672000635473920;1;before;1;creamfields
764890742301069314;1;before;1;creamfields
766971493385433088;1;before;1;creamfields
768556237076172801;0;before;1;creamfields
768381103484899329;0;before;1;creamfields
766607898202009600;1;before;1;creamfields
767752238123147264;1;before;1;creamfields
766724184458272768;1;before;1;creamfields
768104574188134401;1;before;1;creamfields
765901407924916224;1;before;1;creamfields
767398870364160001;0;before;1;creamfields
768495990047375360;1;before;1;creamfields
768462804076617728;0;before;1;creamfields
765558927912206337;0;before;1;creamfields
767051581426630657;0;before;1;creamfields
767796454241005568;1;before;1;creamfields
766008385401720833;0;before;1;creamfields
766935528025579520;1;before;1;creamfields
765928832314511360;0;before;1;creamfields
768190275625820160;0;before;1;creamfields
765553193325629440;0;before;1;creamfields
767352472042168320;0;before;1;creamfields
766629706749706241;1;before;1;creamfields
765535463255965696;1;before;1;creamfields
767705627267330048;0;before;1;creamfields
765668373757849602;0;before;1;creamfields
767835215620431873;0;before;1;creamfields
765624615225917441;0;before;1;creamfields
765973160621735936;0;before;1;creamfields
765609111203569665;0;before;1;creamfields
765510958387265536;1;before;1;creamfields
765982609545592833;1;before;1;creamfields
767683205675749377;0;before;1;creamfields
767714651467571205;1;before;1;creamfields
768117258782699524;1;before;1;creamfields
768530448154779648;0;before;1;creamfields
768127737647202304;0;before;1;creamfields
768561764569145345;1;before;1;creamfields
767699735889186818;0;before;1;creamfields
766931759875362817;0;before;1;creamfields
767762942888669184;0;before;1;creamfields
766230499803205632;0;before;1;creamfields
768186463179726848;1;before;1;creamfields
768155098035916800;0;before;1;creamfields
765527633236983808;1;before;1;creamfields
768437195543814144;0;before;1;creamfields
766246093206253568;0;before;1;creamfields
766972039286710272;0;before;1;creamfields
766702148881121281;0;before;1;creamfields
767313390406696961;1;before;1;creamfields
764848026880008192;0;before;1;creamfields
768547291510734849;0;before;1;creamfields
768477226383904769;1;before;1;creamfields
768516353309417473;0;before;1;creamfields
768095242209878016;1;before;1;creamfields
764909922400296960;0;before;1;creamfields
767415892665925638;0;before;1;creamfields
768152161993842688;1;before;1;creamfields
766067791929741312;1;before;1;creamfields
765640470647169025;0;before;1;creamfields
767812827172265984;1;before;1;creamfields
768174148971532288;1;before;1;creamfields
765934539990523905;0;before;1;creamfields
767627354508255236;1;before;1;creamfields
767786844591357952;1;before;1;creamfields
767833196373442560;0;before;1;creamfields
766716599311142916;1;before;1;creamfields
765287802103824388;0;before;1;creamfields
768130703041101824;1;before;1;creamfields
765840307980210176;1;before;1;creamfields
765902102682009600;0;before;1;creamfields
768546962236968961;1;before;1;creamfields
768072617534390272;0;before;1;creamfields
766712784847536128;0;before;1;creamfields
766570753634566144;1;before;1;creamfields
768522067989958656;0;before;1;creamfields
767791585945845760;1;before;1;creamfields
768534384462950401;1;before;1;creamfields
767701782994808833;0;before;1;creamfields
767430286959337472;1;before;1;creamfields
765256463782645760;1;before;1;creamfields
767821123174166528;0;before;1;creamfields
765284379606278144;0;before;1;creamfields
767424352736378880;1;before;1;creamfields
767624816363003904;1;before;1;creamfields
766390021708455936;1;before;1;creamfields
766714305098153984;0;before;1;creamfields
767684449853145088;0;before;1;creamfields
768553788525477889;1;before;1;creamfields
765990746327511044;0;before;1;creamfields
767628698963025920;1;before;1;creamfields
766962788388466688;1;before;1;creamfields
768457766960758784;1;before;1;creamfields
768128331476795392;1;before;1;creamfields
768446358223200256;1;before;1;creamfields
767647478581694464;1;before;1;creamfields
768119217073885184;0;before;1;creamfields
766658780327251968;1;before;1;creamfields
766186923757039616;0;before;1;creamfields
765262696661016577;1;before;1;creamfields
767046235945627653;1;before;1;creamfields
768425280998404097;1;before;1;creamfields
768075385108127744;0;before;1;creamfields
766944234008092672;0;before;1;creamfields
767697895818665984;0;before;1;creamfields
765828496954429440;0;before;1;creamfields
768545274365181952;1;before;1;creamfields
767754988135321600;1;before;1;creamfields
767308900127350784;0;before;1;creamfields
766723878144049152;0;before;1;creamfields
765666917688471553;1;before;1;creamfields
768081497849008128;1;before;1;creamfields
767805582531293184;1;before;1;creamfields
766592382775226368;0;before;1;creamfields
767689657731735552;1;before;1;creamfields
768168967332569089;1;before;1;creamfields
767659489822646272;0;before;1;creamfields
768175592105738240;0;before;1;creamfields
768166147174699008;0;before;1;creamfields
764956749052936193;1;before;1;creamfields
768049997086650368;0;before;1;creamfields
765981954579857409;1;before;1;creamfields
768126563107864576;1;before;1;creamfields
765865042214551552;0;before;1;creamfields
768549439564812288;1;before;1;creamfields
766571886029447169;1;before;1;creamfields
766586549186203648;1;before;1;creamfields
768526865854296064;1;before;1;creamfields
768255058576375809;1;before;1;creamfields
768411023657332736;0;before;1;creamfields
766169633409888257;1;before;1;creamfields
768208045100900352;0;before;1;creamfields
768394357250592768;0;before;1;creamfields
765981110631272448;0;before;1;creamfields
766079986683961344;0;before;1;creamfields
768164536624918529;0;before;1;creamfields
766195806529589248;1;before;1;creamfields
767770132898799617;1;before;1;creamfields
767674757483487232;1;before;1;creamfields
767085469091987456;0;before;1;creamfields
764908926294958080;1;before;1;creamfields
767803342139617281;0;before;1;creamfields
767439772063236097;1;before;1;creamfields
766589892767940612;0;before;1;creamfields
768056329923624961;0;before;1;creamfields
766979373937283073;0;before;1;creamfields
766223703793434624;0;before;1;creamfields
766437979145601024;1;before;1;creamfields
765840189172412416;0;before;1;creamfields
768532166552739841;0;before;1;creamfields
765882550506119168;0;before;1;creamfields
766214062359339008;1;before;1;creamfields
768136801089355776;1;before;1;creamfields
765591495206440964;1;before;1;creamfields
767777719123869697;0;before;1;creamfields
768525050454614016;1;before;1;creamfields
764902495994908672;1;before;1;creamfields
766014629457920000;0;before;1;creamfields
768546193093890049;0;before;1;creamfields
768183715981844480;1;before;1;creamfields
766243039933304832;1;before;1;creamfields
766349025696182273;1;before;1;creamfields
766709582110584835;0;before;1;creamfields
766780755875864577;0;before;1;creamfields
767765258383523840;0;before;1;creamfields
768498016089214976;0;before;1;creamfields
768109574889037824;1;before;1;creamfields
765641304067932161;0;before;1;creamfields
767034635381575681;0;before;1;creamfields
768237866459815936;0;before;1;creamfields
768469553663864832;0;before;1;creamfields
766192239374663681;1;before;1;creamfields
768102993526939648;1;before;1;creamfields
767751982547365888;1;before;1;creamfields
767390672122970112;0;before;1;creamfields
766739226004185088;1;before;1;creamfields
768198303565553664;0;before;1;creamfields
768536358927368192;1;before;1;creamfields
768189649080680448;1;before;1;creamfields
725822172518830080;1;before;1;creamfields
768143894345347073;0;before;1;creamfields
768179977804255232;1;before;1;creamfields
764895247142940674;1;before;1;creamfields
765303071593431040;1;before;1;creamfields
742607163353370625;1;before;1;creamfields
765633382168625152;1;before;1;creamfields
768072979544731649;0;before;1;creamfields
767462909211451397;1;before;1;creamfields
766625112988774401;0;before;1;creamfields
765593280339972097;0;before;1;creamfields
764909244089004033;1;before;1;creamfields
768082981605019648;0;before;1;creamfields
765277888765685760;0;before;1;creamfields
765636277475667968;0;before;1;creamfields
765157510034718720;0;before;1;creamfields
768559149462552578;0;before;1;creamfields
765866729012465665;0;before;1;creamfields
764917534571302913;1;before;1;creamfields
766638379735846912;1;before;1;creamfields
767786470379819008;1;before;1;creamfields
765992994717765632;0;before;1;creamfields
766601245536690176;0;before;1;creamfields
765883353476263936;1;before;1;creamfields
767720042507231232;0;before;1;creamfields
767148842294861824;1;before;1;creamfields
768533992228392964;1;before;1;creamfields
767720883532300292;0;before;1;creamfields
767839932253700096;1;before;1;creamfields
767007809775034369;0;before;1;creamfields
768053704423505920;1;before;1;creamfields
767308530063925252;0;before;1;creamfields
767427770431471616;0;before;1;creamfields
767362060678234112;0;before;1;creamfields
766750995191914496;0;before;1;creamfields
767667020619980800;0;before;1;creamfields
766727590858072064;1;before;1;creamfields
766020440477331460;1;before;1;creamfields
768211667637379072;1;before;1;creamfields
765803647351549952;1;before;1;creamfields
768499776665026560;0;before;1;creamfields
765541893883256833;1;before;1;creamfields
765497871235940356;0;before;1;creamfields
766903230416752640;0;before;1;creamfields
767344804590215168;1;before;1;creamfields
766724658439872513;0;before;1;creamfields
768405810175176704;0;before;1;creamfields
767406657181667328;1;before;1;creamfields
766226501159227392;1;before;1;creamfields
767011220230664192;1;before;1;creamfields
768203343260950528;1;before;1;creamfields
768193924766765056;1;before;1;creamfields
734843763227545600;1;before;1;creamfields
768065425657692161;0;before;1;creamfields
765872761847832577;1;before;1;creamfields
743751554641985541;1;before;1;creamfields
768525063809294336;1;before;1;creamfields
767827913186172928;0;before;1;creamfields
766660937344483329;0;before;1;creamfields
766953221445353472;1;before;1;creamfields
768184268401049601;1;before;1;creamfields
768132135198810112;1;before;1;creamfields
768494343971897344;1;before;1;creamfields
767825771608076289;0;before;1;creamfields
767734966163763201;0;before;1;creamfields
767483999367360512;1;before;1;creamfields
766982615563964416;0;before;1;creamfields
765215329974947840;1;before;1;creamfields
767770154218430464;0;before;1;creamfields
768096265674559488;0;before;1;creamfields
767412525700874240;0;before;1;creamfields
768152730321952770;0;before;1;creamfields
768131956689240065;0;before;1;creamfields
765181654818250753;0;before;1;creamfields
766321596172800005;0;before;1;creamfields
767677205602267137;1;before;1;creamfields
766005237324902400;0;before;1;creamfields
767368025091833857;1;before;1;creamfields
767770607899607044;0;before;1;creamfields
767804517341618177;0;before;1;creamfields
764861053922672640;0;before;1;creamfields
768454285571096576;0;before;1;creamfields
768490290227314688;1;before;1;creamfields
767046530360545281;1;before;1;creamfields
765265777066901505;1;before;1;creamfields
767819863612088321;1;before;1;creamfields
767766980115980288;0;before;1;creamfields
766311710479253504;0;before;1;creamfields
768507264407834629;0;before;1;creamfields
766020796120793097;0;before;1;creamfields
768178623161462784;1;before;1;creamfields
768422626423287809;1;before;1;creamfields
767458917190365186;0;before;1;creamfields
766589654309175297;1;before;1;creamfields
766659010380566528;0;before;1;creamfields
765672162208411649;1;before;1;creamfields
766962830448979969;0;before;1;creamfields
766244648524386304;1;before;1;creamfields
765871223456854016;1;before;1;creamfields
765296090400845826;0;before;1;creamfields
766347825999380481;1;before;1;creamfields
767653913600417792;1;before;1;creamfields
767789011402391553;0;before;1;creamfields
765191564624822272;0;before;1;creamfields
768138421772685313;1;before;1;creamfields
768142735903694848;0;before;1;creamfields
768463954117099520;1;before;1;creamfields
768525860584431616;1;before;1;creamfields
766587176427614208;1;before;1;creamfields
764877953134129153;0;before;1;creamfields
768120794568331264;0;before;1;creamfields
764955419651534848;0;before;1;creamfields
765666555082539008;0;before;1;creamfields
767448799677521920;1;before;1;creamfields
765627886946619392;0;before;1;creamfields
766248804798631936;1;before;1;creamfields
768502255452622849;1;before;1;creamfields
766667179492343808;1;before;1;creamfields
766204907468820480;0;before;1;creamfields
768113251729149952;0;before;1;creamfields
766303671042838532;1;before;1;creamfields
765314456222068736;1;before;1;creamfields
767122189594324994;0;before;1;creamfields
768449127797690368;1;before;1;creamfields
768137299578220544;0;before;1;creamfields
765775904182337536;1;before;1;creamfields
768084892362108928;0;before;1;creamfields
765201169069248512;1;before;1;creamfields
767325345771089920;0;before;1;creamfields
765488371674349569;1;before;1;creamfields
766189888521854976;0;before;1;creamfields
767622085384474624;0;before;1;creamfields
765169897030778880;1;before;1;creamfields
765280861407289345;1;before;1;creamfields
766054499370700800;0;before;1;creamfields
767680969822404608;0;before;1;creamfields
766238892823572480;1;before;1;creamfields
767414013013684224;0;before;1;creamfields
768428670025342976;0;before;1;creamfields
768556005278048256;1;before;1;creamfields
768194753489956864;0;before;1;creamfields
765509493627248640;1;before;1;creamfields
766602475927252992;0;before;1;creamfields
767488348667666436;1;before;1;creamfields
768484784792334340;1;before;1;creamfields
768155076087128064;0;before;1;creamfields
718048687126142976;0;before;1;creamfields
764935486028783616;1;before;1;creamfields
767773509707792384;0;before;1;creamfields
767768302143889409;0;before;1;creamfields
767825417147412480;1;before;1;creamfields
768054291638648832;0;before;1;creamfields
768146575524847616;0;before;1;creamfields
766734132198182912;1;before;1;creamfields
765099850581045248;1;before;1;creamfields
769183843819610112;0;during;2;creamfields
769665687052775424;1;during;2;creamfields
768701896777404416;1;during;2;creamfields
769973153447763968;0;during;2;creamfields
769180205218881537;1;during;2;creamfields
769960855081451521;0;during;2;creamfields
768884351425769478;0;during;2;creamfields
769265241012174848;0;during;2;creamfields
768586534937358336;0;during;2;creamfields
768628181419032576;1;during;2;creamfields
769960855081451521;0;during;2;creamfields
768915691672141826;0;during;2;creamfields
768727015151329284;1;during;2;creamfields
769959362127364096;1;during;2;creamfields
